building_name,address_base,ward,unit_count
コート西岡,北海道札幌市豊平区西岡4条2丁目10-37,豊平区,1
プレドニア中の島,北海道札幌市豊平区中の島1条10丁目1-1,豊平区,2
プレイズ中の島B,北海道札幌市豊平区中の島1条1丁目1-11,豊平区,1
中の島1・1マンション,北海道札幌市豊平区中の島1条1丁目5-1,豊平区,4
エクセル中の島2,北海道札幌市豊平区中の島1条1丁目6-23,豊平区,1
コーポエクセルショール,北海道札幌市豊平区中の島1条2丁目3-15,豊平区,4
シティラローレンス,北海道札幌市豊平区中の島1条3丁目5-5,豊平区,3
トーカン中の島キャステール,北海道札幌市豊平区中の島1条3丁目6-15,豊平区,9
シティラローレンス,北海道札幌市豊平区中の島1条3丁目6-18,豊平区,1
リストワール中の島,北海道札幌市豊平区中の島2条2丁目2-18,豊平区,7
ハートワン中の島,北海道札幌市豊平区中の島2条4丁目2-17,豊平区,5
フォレスト中の島II,北海道札幌市豊平区中の島2条7丁目4-1,豊平区,1
エクセル美園,北海道札幌市豊平区美園10条7丁目2-27,豊平区,2
セジュール美園,北海道札幌市豊平区美園2条6丁目6-18,豊平区,3
トレジャー美園,北海道札幌市豊平区美園3条2丁目2-3,豊平区,5
Dream House Misono,北海道札幌市豊平区美園4条3丁目2-26,豊平区,5
dream house misono,北海道札幌市豊平区美園4条3丁目2-26,豊平区,1
オークヴィラ,北海道札幌市豊平区美園7条3丁目1-5,豊平区,4
Rifugio,北海道札幌市豊平区美園7条7丁目3-13,豊平区,1
ラグナベルデ美園,北海道札幌市豊平区美園9条6丁目2-10,豊平区,1
BIプラザ美園,北海道札幌市豊平区美園9条7丁目4-17,豊平区,6
ファーストワン,北海道札幌市豊平区平岸1条1丁目2-17,豊平区,1
ファーストワン2F,北海道札幌市豊平区平岸1条1丁目2-17,豊平区,1
AMS平岸11,北海道札幌市豊平区平岸1条7丁目3-8,豊平区,7
フジイコーポ,北海道札幌市豊平区平岸1条8丁目4-6,豊平区,2
ハイツES,北海道札幌市豊平区平岸1条8丁目8-12,豊平区,1
太陽荘,北海道札幌市豊平区平岸2条11丁目1-12,豊平区,2
cietaruga(チェタルーガ),北海道札幌市豊平区平岸2条1丁目6-22,豊平区,1
キャンパスサイド,北海道札幌市豊平区平岸2条1丁目7-36,豊平区,4
イノベ札幌平岸2条,北海道札幌市豊平区平岸2条2丁目3-43,豊平区,2
えりもマンション,北海道札幌市豊平区平岸2条5丁目2-28,豊平区,5
コスモ南平岸,北海道札幌市豊平区平岸3条12丁目2-23,豊平区,1
AMS平岸313,北海道札幌市豊平区平岸3条13丁目1-2,豊平区,1
メイプルメゾン南平岸,北海道札幌市豊平区平岸3条13丁目5-3,豊平区,1
グローズヴィラギゼ,北海道札幌市豊平区平岸3条14丁目3-31,豊平区,1
ソラテラス,北海道札幌市豊平区平岸3条14丁目8-15,豊平区,1
グローズヴィラギゼII,北海道札幌市豊平区平岸3条16丁目1-21,豊平区,2
レジデンス平岸,北海道札幌市豊平区平岸3条17丁目7-19,豊平区,3
リリーコート平岸,北海道札幌市豊平区平岸3条5丁目3-20,豊平区,1
ソワールパルク平岸,北海道札幌市豊平区平岸3条7丁目6-6,豊平区,2
HS平岸391,北海道札幌市豊平区平岸3条9丁目1-25,豊平区,9
R204,北海道札幌市豊平区平岸3条9丁目11-5,豊平区,1
アークコート平岸II,北海道札幌市豊平区平岸3条9丁目4-3,豊平区,4
ライムハイツ,北海道札幌市豊平区平岸4条12丁目12-47,豊平区,3
Vivere南平岸2,北海道札幌市豊平区平岸4条12丁目6-4,豊平区,3
ウィズタウン1,北海道札幌市豊平区平岸4条12丁目9-10,豊平区,5
カプリス豊平公園,北海道札幌市豊平区平岸4条3丁目5-8,豊平区,5
ヴィラフェリーチェ平岸,北海道札幌市豊平区平岸4条3丁目6-12,豊平区,4
サイプレス平岸,北海道札幌市豊平区平岸4条4丁目4-9,豊平区,7
アン・ブローシア平岸,北海道札幌市豊平区平岸4条6丁目3-1,豊平区,4
エクセル平岸B,北海道札幌市豊平区平岸4条8丁目5-20-1,豊平区,1
エクセル平岸A,北海道札幌市豊平区平岸4条8丁目5-20-2,豊平区,2
SammyI,北海道札幌市豊平区平岸5条6丁目5-18,豊平区,1
エクセル平岸,北海道札幌市豊平区平岸5条7丁目1-4,豊平区,2
ディッセン豊平橋,北海道札幌市豊平区豊平2条1丁目1-11,豊平区,3
マリアールグランデ豊平,北海道札幌市豊平区豊平2条4丁目1-37,豊平区,1
Egnorts,北海道札幌市豊平区豊平2条5丁目1-16,豊平区,2
カレラ豊平2nd,北海道札幌市豊平区豊平3条11丁目1-15,豊平区,7
プロヴィデンス豊平,北海道札幌市豊平区豊平3条1丁目1-18,豊平区,5
セトル豊平3・1,北海道札幌市豊平区豊平3条1丁目1-21,豊平区,2
アーバンビル4480,北海道札幌市豊平区豊平3条1丁目1-34,豊平区,1
リージェント豊平,北海道札幌市豊平区豊平3条3丁目2-18,豊平区,1
アピア豊平,北海道札幌市豊平区豊平3条3丁目2-6,豊平区,1
エムズ豊平,北海道札幌市豊平区豊平3条9丁目3-10,豊平区,1
ユートピア21,北海道札幌市豊平区豊平3条9丁目3-8,豊平区,3
T-STELLA,北海道札幌市豊平区豊平4条12丁目2-13,豊平区,1
カレラ学園前,北海道札幌市豊平区豊平4条3丁目3-25,豊平区,4
エクセル学園前,北海道札幌市豊平区豊平4条5丁目3-10,豊平区,2
グローリー豊平,北海道札幌市豊平区豊平5条3丁目2-18,豊平区,3
レジデンス学園前,北海道札幌市豊平区豊平7条8丁目1-3,豊平区,1
プリンスハイツ,北海道札幌市豊平区豊平8条11丁目3-21,豊平区,2
T&Kビル,北海道札幌市北区新川2条1丁目2-47,北区,2
ホームワード新川 D棟,北海道札幌市北区新川4条1丁目5-5,北区,1
ホームワード新川 C棟,北海道札幌市北区新川4条1丁目5-6,北区,1
ホームワード新川 B棟,北海道札幌市北区新川4条1丁目5-7,北区,1
ホームワード新川 A棟,北海道札幌市北区新川4条1丁目5-8,北区,1
タクメナー,北海道札幌市北区北10条西1丁目20-2,北区,10
アルファスクエア札幌北口,北海道札幌市北区北10条西2丁目9-1,北区,5
みどり荘,北海道札幌市北区北11条西2丁目1-6,北区,3
ドエル札幌北11条,北海道札幌市北区北11条西3丁目1-1,北区,2
センティール札幌北,北海道札幌市北区北12条西1丁目2-17,北区,1
エンビジョン,北海道札幌市北区北12条西4丁目1-13,北区,1
アルファーN13,北海道札幌市北区北13条西1丁目2-12,北区,3
ほくせいビル,北海道札幌市北区北15条西15丁目1-7,北区,1
ほくせいビル,北海道札幌市北区北15条西5丁目1-7,北区,5
マンションN165,北海道札幌市北区北16条西5丁目2-7,北区,3
カーサ北17条,北海道札幌市北区北17条西1丁目2-2,北区,5
キャッスル17,北海道札幌市北区北17条西3丁目1-24,北区,3
TheEight,北海道札幌市北区北17条西5丁目1-27,北区,1
ENYA-N17,北海道札幌市北区北17条西5丁目2-48,北区,1
アルファスクエア北18条,北海道札幌市北区北18条西3丁目2-8,北区,1
クレストコート北大前,北海道札幌市北区北18条西5丁目2-40,北区,25
小泉マンションMem19,北海道札幌市北区北19条西4丁目2-18,北区,1
メゾン・ド・グルー,北海道札幌市北区北20条西4丁目1-16,北区,2
メゾンドグルー,北海道札幌市北区北20条西4丁目1-16,北区,2
アクシルコート,北海道札幌市北区北20条西4丁目2-19,北区,1
Seagull208,北海道札幌市北区北20条西8丁目1-1,北区,1
Premiere N21,北海道札幌市北区北21条西2丁目2-10,北区,4
スカイハイツ,北海道札幌市北区北21条西4丁目2-3,北区,1
RJ North23,北海道札幌市北区北23条西2丁目2-1,北区,2
グレイス23清水ビル,北海道札幌市北区北23条西3丁目1-10,北区,2
N235,北海道札幌市北区北23条西5丁目2-21,北区,3
美工ビル,北海道札幌市北区北23条西8丁目1-36,北区,2
ノルドハウス24,北海道札幌市北区北24条西2丁目4-18,北区,4
フロンティア24,北海道札幌市北区北24条西3丁目1-5,北区,5
マイルーム24,北海道札幌市北区北25条西5丁目2-15,北区,3
札幌マイルーム24,北海道札幌市北区北25条西5丁目2-15,北区,13
シャルム27,北海道札幌市北区北27条西12丁目5-2,北区,4
ドミホワイト,北海道札幌市北区北27条西9丁目5-23,北区,1
第五角栄ビル,北海道札幌市北区北29条西11丁目2-1,北区,1
プレステージN31,北海道札幌市北区北31条西5丁目1-10,北区,1
MKS,北海道札幌市北区北32条西2丁目2-11,北区,1
TAOHOUSE,北海道札幌市北区北32条西4丁目1-29,北区,1
SR33,北海道札幌市北区北33条西3丁目1-21,北区,1
ブリエST,北海道札幌市北区北33条西4丁目1-3,北区,3
オアシス35,北海道札幌市北区北35条西2丁目1-37,北区,1
オアシス35101,北海道札幌市北区北35条西2丁目1-37,北区,1
グランドサクセス南麻生,北海道札幌市北区北35条西5丁目1-8,北区,5
リバーデンス西麻生 202,北海道札幌市北区北36条西2丁目1-15,北区,1
リバーデンス西麻生,北海道札幌市北区北36条西2丁目1-15,北区,1
AXIS-FA麻生,北海道札幌市北区北36条西3丁目2-1,北区,2
RJ ASABU,北海道札幌市北区北36条西3丁目2-15,北区,2
石川マンションA,北海道札幌市北区北37条西3丁目2-17,北区,1
カーム北6条,北海道札幌市北区北6条西8丁目3-8,北区,1
ルラシオン札幌駅前,北海道札幌市北区北7条西6丁目1-22,北区,4
Hotel Stripe札幌,北海道札幌市北区北7条西6丁目2-27,北区,7
STRIPE札幌,北海道札幌市北区北7条西6丁目2-27,北区,11
ハイツN7,北海道札幌市北区北7条西7丁目1-5,北区,6
北7条ビル,北海道札幌市北区北7条西7丁目61,北区,1
